zipcode,population,median_age,household_income
65326,2325.0,52.6,38152.0
65327,252.0,43.5,50250.0
65329,379.0,53.2,73875.0
65330,390.0,48.5,55833.0
65332,1438.0,41.2,48493.0
65333,698.0,47.9,41932.0
65334,1085.0,37.6,49800.0
65335,165.0,49.0,45417.0
65336,5617.0,30.4,48836.0
65337,1905.0,33.4,43902.0
65338,2617.0,48.3,30025.0
65339,722.0,39.9,43250.0
65340,15777.0,34.4,41233.0
65344,245.0,49.3,52679.0
65345,630.0,34.1,45525.0
65347,746.0,51.3,43667.0
65348,1345.0,36.7,42969.0
65349,2503.0,40.8,37652.0
65350,1905.0,38.6,42212.0
65351,2396.0,48.0,38523.0
65354,672.0,49.0,36875.0
65355,10268.0,56.8,33280.0
65360,4898.0,38.1,42813.0
65401,32441.0,30.9,41941.0
65438,2679.0,44.8,36190.0
65440,408.0,40.4,42250.0
65441,5147.0,43.5,43980.0
65444,1316.0,38.3,43080.0
65446,214.0,54.3,23542.0
65452,2866.0,37.5,41850.0
65453,9033.0,40.3,36902.0
65459,7665.0,39.8,42406.0
65461,107.0,50.1,40208.0
65462,1633.0,46.4,38696.0
65463,986.0,41.6,65875.0
65464,1038.0,40.7,29896.0
65466,1636.0,46.6,32554.0
65470,1093.0,51.8,38250.0
65473,16800.0,20.8,46030.0
65479,193.0,32.3,21042.0
65483,4333.0,48.1,30529.0
65484,153.0,25.9,111181.0
65486,3430.0,36.3,40071.0
65501,184.0,65.1,30357.0
65535,1852.0,33.5,37121.0
65536,29592.0,39.5,40389.0
65541,172.0,50.1,73958.0
65542,6364.0,40.4,38929.0
65548,5369.0,43.3,29583.0
65550,3128.0,47.3,34567.0
65552,2028.0,31.4,53241.0
65555,1200.0,39.0,33594.0
65556,6048.0,41.7,37725.0
65559,8955.0,42.1,44547.0
65560,14508.0,42.0,38429.0
65565,5092.0,46.9,34877.0
65566,847.0,44.4,44515.0
65567,1426.0,48.2,34493.0
65570,611.0,38.8,48060.0
65571,2215.0,51.6,32083.0
76140,29684.0,32.4,52257.0
76148,24228.0,34.9,63317.0
76155,4965.0,30.6,49729.0
76164,15612.0,31.6,34092.0
76177,7527.0,32.7,90240.0
76179,55052.0,32.8,81325.0
76180,35872.0,34.0,52109.0
76182,30635.0,41.1,85572.0
76201,27138.0,22.8,25533.0
76205,21219.0,28.3,44223.0
76207,13309.0,40.0,57973.0
76208,22367.0,34.2,72680.0
76209,24921.0,30.7,48558.0
76210,43819.0,34.3,80020.0
76225,3278.0,36.0,59063.0
76226,22953.0,40.2,122637.0
76227,27538.0,34.6,85071.0
76228,881.0,54.3,42361.0
76230,9390.0,43.1,47243.0
76233,3397.0,38.6,59420.0
76234,15447.0,38.5,59754.0
76238,426.0,50.0,66250.0
76239,1089.0,44.5,62500.0
76240,27007.0,39.9,53007.0
76244,72474.0,31.8,95274.0
76245,1673.0,52.8,42153.0
76247,13191.0,36.7,84918.0
76248,38437.0,40.0,116824.0
76249,7918.0,37.5,79027.0
76250,890.0,44.3,80938.0
76251,666.0,45.3,47760.0
76252,2760.0,39.3,71000.0
76253,268.0,43.6,45000.0
76255,5435.0,45.3,36719.0
76258,7041.0,42.3,59929.0
76259,5163.0,39.2,66927.0
76261,274.0,59.9,46563.0
76262,33531.0,37.8,102145.0
76263,68.0,71.2,71250.0
76264,1453.0,42.5,50714.0
76265,1901.0,42.3,48929.0
76266,15098.0,36.9,70024.0
76268,236.0,36.4,50750.0
76270,1875.0,50.0,55000.0
76271,1671.0,35.6,56607.0
76272,4462.0,42.4,60000.0
76273,9007.0,42.8,60031.0
76301,15694.0,35.7,27211.0
76302,13750.0,32.1,46370.0
76305,4541.0,46.7,55224.0
76306,15078.0,35.6,42668.0
76308,19063.0,33.4,49112.0
76309,13145.0,35.8,41668.0
76310,18598.0,38.8,66448.0
76311,7762.0,20.4,60078.0
76351,1723.0,39.5,40227.0
76354,11655.0,36.0,52026.0
76357,663.0,42.1,45000.0
76360,3322.0,48.9,38730.0
76363,346.0,39.5,41250.0
76364,154.0,49.0,45625.0
76365,4547.0,46.8,43618.0
76366,2024.0,47.9,55804.0
76367,15597.0,38.0,50575.0
76370,243.0,51.8,48750.0
76371,1702.0,40.9,37401.0
76372,1243.0,32.8,40083.0
76374,3910.0,42.9,44091.0
76377,931.0,40.5,38672.0
76379,716.0,33.2,58214.0
76380,3692.0,48.6,34437.0
76384,12486.0,37.4,43276.0
76388,246.0,59.1,45714.0
76389,1293.0,39.7,60694.0
76401,29037.0,28.6,41617.0
76424,9207.0,38.0,42423.0
76426,11622.0,40.3,46391.0
76427,1036.0,32.2,34970.0
76430,2542.0,39.9,50439.0
76431,3126.0,43.9,50795.0
76432,1220.0,49.8,39911.0
76433,1410.0,49.1,59063.0
76435,605.0,35.1,33438.0
76437,5292.0,45.4,37436.0
76442,7480.0,42.7,40508.0
76443,2002.0,42.3,31719.0
76444,3365.0,46.8,36603.0
76445,363.0,40.1,18869.0
76446,8146.0,33.6,41024.0
76448,5077.0,43.4,34975.0
76449,2428.0,49.0,49426.0
76450,13320.0,42.6,51356.0
76452,83.0,22.6,69167.0
76453,1207.0,58.4,58750.0
76454,1500.0,48.7,31288.0
76455,1235.0,38.4,44583.0
76457,4088.0,42.7,39301.0
76458,6056.0,37.2,52500.0
76459,194.0,30.2,65625.0
76460,467.0,49.3,83125.0
76462,2922.0,48.8,74079.0
76463,433.0,49.3,31719.0
76464,507.0,53.8,48854.0
76470,3872.0,36.4,34207.0
76471,2170.0,41.6,36071.0
76472,1512.0,47.0,48721.0
76474,260.0,61.3,53750.0
76475,844.0,52.1,38571.0
76476,2555.0,42.1,51736.0
76483,977.0,54.5,34922.0
76484,923.0,48.9,41042.0
76486,1132.0,53.5,54063.0
76487,2596.0,40.9,45208.0
76490,40.0,55.5,108500.0
76491,311.0,46.5,34886.0
76501,18490.0,38.3,41269.0
76502,36349.0,35.8,63301.0
76504,23127.0,34.4,37955.0
76511,2849.0,35.4,35446.0
76513,37275.0,33.5,58425.0
76518,1554.0,33.1,36650.0
76519,710.0,27.5,34397.0
76520,8054.0,44.8,36883.0
76522,36568.0,32.2,52115.0
76524,3505.0,30.9,56360.0
76525,1013.0,48.0,48625.0
76527,3752.0,40.2,51362.0
76528,16267.0,39.4,47057.0
76530,2160.0,44.6,44313.0
76531,4523.0,54.2,48087.0
76534,2650.0,33.3,42417.0
76537,4774.0,32.2,60954.0
76538,900.0,34.5,59038.0
76539,8494.0,41.9,61719.0
76541,18440.0,29.6,29920.0
76542,48239.0,29.8,59643.0
76543,29385.0,28.6,39474.0
76544,28683.0,22.3,41686.0
76548,28731.0,32.4,67399.0
76549,49175.0,26.7,52605.0
76550,12343.0,40.1,46015.0
76554,2336.0,32.9,48523.0
76556,1114.0,52.7,40481.0
76557,4747.0,41.8,54750.0
76559,5419.0,27.4,54551.0
76561,957.0,46.2,49542.0
76567,8913.0,40.0,37153.0
76569,2198.0,41.8,51853.0
76570,2724.0,43.2,37721.0
76571,6433.0,45.9,92780.0
76574,18502.0,39.4,46125.0
76577,3309.0,41.7,46555.0
76578,1482.0,45.0,56094.0
76579,4067.0,37.1,58527.0
76621,937.0,44.3,58750.0
76622,1101.0,45.4,48036.0
76623,134.0,38.7,55417.0
76624,2140.0,39.3,58043.0
76626,1352.0,33.2,47639.0
76627,1538.0,37.7,46838.0
76628,59.0,23.8,17679.0
76629,1722.0,47.1,55057.0
76630,1115.0,35.2,63411.0
76631,530.0,40.0,62054.0
76632,1337.0,37.7,37125.0
76633,5611.0,39.3,75714.0
76634,6932.0,52.2,46573.0
76635,1288.0,36.3,26736.0
76636,1444.0,48.3,47500.0
76637,549.0,50.3,45104.0
76638,3134.0,40.9,77207.0
76639,1409.0,46.5,40815.0
76640,3159.0,42.1,32556.0
76641,1767.0,45.0,43824.0
76642,7151.0,36.3,47083.0
76643,14128.0,38.0,70313.0
76645,10717.0,35.9,40331.0
76648,2806.0,41.2,50063.0
76649,772.0,44.9,38750.0
76650,113.0,32.5,51875.0
76651,3216.0,41.2,42583.0
76652,1194.0,49.3,37083.0
76653,967.0,49.2,42625.0
76654,150.0,40.5,50313.0
76655,8950.0,41.2,77546.0
76656,2408.0,32.2,51800.0
76657,9399.0,37.3,59470.0
76660,639.0,37.5,43203.0
76661,8224.0,39.3,31944.0
76664,3438.0,34.9,38052.0
76665,2385.0,44.0,40500.0
76666,263.0,44.5,45625.0
76667,11573.0,36.9,37147.0
76670,1470.0,39.7,48571.0
76671,1913.0,48.1,46288.0
76673,1419.0,30.1,44550.0
76676,314.0,36.7,52125.0
76678,329.0,40.4,23750.0
76679,1436.0,39.8,42188.0
76681,668.0,39.0,46250.0
76682,2610.0,42.6,48984.0
76686,244.0,40.8,42125.0
76687,1642.0,50.4,35667.0
76689,3469.0,40.9,58333.0
76690,1059.0,34.0,34306.0
76691,6383.0,43.7,59620.0
76692,10177.0,47.5,40513.0
76693,1467.0,38.1,36652.0
76701,1977.0,26.4,25220.0
76704,7984.0,35.1,20447.0
76705,29679.0,31.2,41391.0
76706,37062.0,22.7,26639.0
76707,16308.0,29.0,30919.0
76708,26220.0,34.3,43873.0
76710,23967.0,36.6,42145.0
76711,8710.0,33.5,35562.0
76712,25388.0,38.4,66944.0
76801,25078.0,39.2,40330.0
76802,4967.0,38.7,51277.0
76821,4739.0,44.0,36364.0
76823,3360.0,41.0,46341.0
76825,7111.0,41.1,40470.0
76827,447.0,44.9,46071.0
92282,1233.0,42.5,35417.0
92283,2287.0,36.8,29514.0
92284,25850.0,42.2,40333.0
92285,2556.0,51.2,30963.0
92301,32801.0,27.1,29715.0
92305,519.0,52.5,38095.0
92307,38583.0,34.7,55044.0
92308,40285.0,40.0,42389.0
92309,742.0,26.5,37609.0
92310,9337.0,22.0,49279.0
92311,33962.0,30.0,42138.0
92313,12432.0,37.9,64305.0
92314,11997.0,43.3,50916.0
92315,5282.0,44.7,47095.0
92316,30231.0,31.3,50310.0
92320,8364.0,49.8,45928.0
92321,1214.0,42.9,70272.0
92322,696.0,51.8,35500.0
92324,58854.0,30.0,45325.0
92325,8019.0,47.0,50518.0
92327,544.0,55.1,35694.0
92328,292.0,44.5,31250.0
92333,217.0,67.1,27222.0
92335,99079.0,28.8,43444.0
92336,92306.0,31.3,85027.0
92337,39074.0,30.4,72655.0
92339,1171.0,43.3,62950.0
92342,7058.0,38.8,70329.0
92344,22259.0,32.8,72369.0
92345,81094.0,31.4,43700.0
92346,60320.0,35.0,60265.0
92347,1372.0,27.2,49000.0
92352,6601.0,42.3,68229.0
92354,20963.0,36.0,57610.0
92356,5995.0,46.2,31821.0
92358,1069.0,52.1,49861.0
92359,8710.0,36.1,54437.0
92363,5356.0,41.6,33520.0
92365,2601.0,45.4,58031.0
92368,937.0,39.6,33618.0
92371,16721.0,39.3,50980.0
92372,5763.0,49.1,53306.0
92373,35149.0,36.0,61947.0
92374,41452.0,34.5,66035.0
92376,85857.0,29.0,47479.0
92377,20370.0,31.8,74877.0
92382,5006.0,42.1,61800.0
92385,296.0,55.5,48864.0
92386,1992.0,47.6,29063.0
92391,3227.0,31.6,50492.0
92392,57648.0,29.1,56385.0
92394,36017.0,30.1,46267.0
92395,41384.0,31.7,40735.0
92397,4853.0,35.2,59184.0
92398,1588.0,36.5,39500.0
92399,54335.0,38.0,56586.0
92401,1885.0,26.9,16607.0
92404,58738.0,29.8,39500.0
92405,29897.0,28.6,37141.0
92407,64225.0,27.4,54057.0
92408,15788.0,28.5,33236.0
92410,48660.0,25.7,26168.0
92411,26437.0,27.0,34462.0
92501,21975.0,31.8,52041.0
92503,94029.0,32.1,58627.0
92504,57004.0,34.4,58711.0
92505,49705.0,31.6,59187.0
92506,46172.0,39.8,81531.0
92507,57347.0,25.6,42957.0
92508,38360.0,32.9,101788.0
92509,80480.0,30.6,60600.0
92518,1145.0,53.7,69559.0
92530,54710.0,30.7,49578.0
92532,22248.0,31.0,82784.0
92536,2811.0,44.8,51161.0
92539,3775.0,48.7,35690.0
92543,36962.0,33.8,28888.0
92544,47275.0,37.2,44841.0
92545,40732.0,41.9,43597.0
92548,7577.0,35.9,38415.0
92549,2644.0,57.3,59500.0
92551,33670.0,28.5,52444.0
92553,74925.0,28.6,45402.0
92555,42264.0,31.6,75114.0
92557,51551.0,32.2,64257.0
92561,1577.0,50.4,78565.0
92562,64222.0,36.1,77207.0
92563,60651.0,32.8,82686.0
92567,10205.0,32.0,56447.0
92570,59324.0,30.2,46279.0
92571,54512.0,26.4,53204.0
92582,16695.0,31.3,60170.0
92583,32051.0,34.7,40790.0
92584,49317.0,32.6,79778.0
92585,21714.0,32.0,62113.0
92586,19351.0,60.5,34781.0
92587,17157.0,39.1,69176.0
92590,3951.0,42.1,61328.0
92591,40396.0,34.4,75121.0
92592,80135.0,35.7,93158.0
92595,31541.0,35.9,64988.0
92596,25363.0,32.7,89589.0
92602,24962.0,35.1,105612.0
92603,20206.0,41.2,114606.0
92604,28580.0,39.0,94201.0
92606,23129.0,36.1,91250.0
92610,11895.0,36.8,121861.0
92612,31166.0,30.9,74525.0
92614,25930.0,35.7,92438.0
92617,16942.0,20.9,40305.0
92618,29921.0,33.4,100100.0
92620,46966.0,39.2,98830.0
92624,6454.0,51.3,82328.0
92625,12187.0,53.9,135266.0
92626,51133.0,34.6,80951.0
92627,61996.0,34.5,62115.0
92629,26797.0,48.0,84974.0
92630,61081.0,39.5,82899.0
92637,16330.0,75.5,39223.0
92646,55598.0,44.5,91637.0
92647,61285.0,35.6,73604.0
92648,47701.0,41.5,89089.0
92649,33513.0,45.9,90534.0
92651,24612.0,50.4,103191.0
92653,29028.0,43.2,94074.0
92655,9257.0,35.0,43278.0
92656,52335.0,36.7,102289.0
92657,9768.0,49.8,195051.0
92660,35935.0,43.2,117263.0
92661,3419.0,45.7,102167.0
92662,2863.0,57.2,97206.0
92663,22408.0,40.9,94938.0
92672,34605.0,43.4,75561.0
92673,30553.0,41.5,136776.0
92675,36548.0,41.9,80120.0
92676,2156.0,48.5,100919.0
92677,65645.0,43.8,97059.0
92678,532.0,43.4,82386.0
92679,32819.0,42.8,153531.0
92683,91613.0,41.0,55224.0
92688,45105.0,35.4,99342.0
92691,49471.0,43.0,100956.0
92692,48851.0,45.3,106797.0
92694,25906.0,32.3,145148.0
92701,51317.0,28.7,39348.0
92703,71245.0,31.0,50692.0
92704,89993.0,30.8,60867.0
92705,47515.0,38.7,87782.0
92706,36684.0,31.7,58623.0
92707,61667.0,30.8,61348.0
92708,57675.0,43.5,83860.0
92780,62017.0,33.5,66306.0
92782,23174.0,37.3,100024.0
92801,66657.0,30.8,50423.0
92802,42583.0,33.4,51913.0
92804,86220.0,34.7,53733.0
92805,73043.0,30.2,56636.0
92806,40296.0,33.5,64227.0
92807,35284.0,44.6,99698.0
92808,20427.0,40.9,113703.0
92821,37642.0,37.7,82603.0
92823,3769.0,38.8,132333.0
92831,36533.0,29.8,61050.0
92832,25601.0,33.0,58274.0
92833,53227.0,35.7,67752.0
92835,23464.0,44.2,94332.0
92840,56256.0,35.7,62420.0
92841,34031.0,38.3,55267.0
92843,45211.0,36.4,53489.0
92844,23585.0,38.4,50444.0
92845,17276.0,42.4,94451.0
92860,26822.0,40.2,87586.0
92861,5872.0,51.3,131750.0
92865,20643.0,35.6,89016.0
92866,15760.0,33.7,65460.0
92867,44868.0,34.0,82347.0
92868,27232.0,31.9,61404.0
92869,36298.0,39.7,91904.0
92870,53690.0,37.5,81137.0
92879,46487.0,34.6,61888.0
92880,66557.0,32.3,97225.0
92881,34466.0,36.3,92853.0
92882,71024.0,34.3,68417.0
92883,32549.0,37.7,93638.0
92886,49644.0,42.9,112204.0
92887,20529.0,42.4,129768.0
93001,33765.0,36.6,61994.0
93003,51041.0,39.8,71806.0
93004,30218.0,40.0,76388.0
93010,44761.0,38.8,87206.0
93012,35714.0,42.3,95981.0
93013,16603.0,43.8,73402.0
93015,17487.0,35.1,56266.0
93021,37093.0,37.6,100048.0
93022,7154.0,42.3,74600.0
93023,20168.0,48.8,70964.0
93030,60582.0,31.4,58524.0
93033,83103.0,29.0,55669.0
93035,28258.0,41.3,79748.0
93036,46328.0,31.1,62348.0
93040,1980.0,33.7,46339.0
93041,24351.0,30.4,58291.0
93060,33837.0,33.1,52939.0
93063,56637.0,40.7,85666.0
93065,72211.0,40.0,94921.0
93066,3082.0,46.8,92202.0
93067,690.0,49.9,70000.0
93101,32157.0,32.1,53730.0
93103,20827.0,35.5,71667.0
93105,25808.0,47.6,89127.0
93108,11345.0,50.7,131311.0
93109,11583.0,42.6,96394.0
93110,16777.0,44.0,78540.0
93111,18441.0,42.9,102644.0
93117,57268.0,22.0,60239.0
93201,1314.0,25.4,31979.0
93202,3570.0,30.6,43990.0
93203,22106.0,24.5,37012.0
93204,13590.0,32.2,35103.0
93205,1630.0,48.8,26004.0
93206,1978.0,31.0,40116.0
93207,252.0,56.2,38750.0
93210,18617.0,33.9,51026.0
93212,24861.0,35.3,35149.0
93215,55494.0,29.3,36949.0
93218,1068.0,26.3,30288.0
93219,10266.0,23.7,23799.0
93221,15109.0,34.6,48211.0
93222,1542.0,49.5,41847.0
93223,10699.0,27.3,33689.0
93224,432.0,37.8,50938.0
93225,4886.0,40.1,39418.0
93226,211.0,59.5,36923.0
55810,8741.0,44.6,59022.0
55811,26662.0,39.7,60923.0
55812,12012.0,22.1,48293.0
55901,54293.0,33.8,67056.0
55902,23411.0,39.9,84081.0
55904,26934.0,36.1,52482.0
55906,18181.0,42.7,76192.0
55909,1378.0,44.9,61000.0
55910,1479.0,40.8,61081.0
55912,28754.0,38.4,48250.0
55917,3585.0,40.6,65185.0
55918,974.0,46.2,58750.0
55919,1071.0,48.2,56985.0
55920,7551.0,35.4,84125.0
55921,4793.0,45.0,55854.0
55922,833.0,34.7,42143.0
55923,4558.0,41.5,68821.0
55924,1428.0,42.4,58068.0
55925,1213.0,37.0,61979.0
55926,813.0,46.0,65000.0
55927,4226.0,37.0,60956.0
55929,1274.0,35.4,74191.0
55931,337.0,41.1,43750.0
55932,2054.0,34.9,71071.0
55933,268.0,32.4,64250.0
55934,3310.0,39.5,73611.0
55935,873.0,41.9,66500.0
55936,1870.0,39.1,61900.0
55939,2073.0,42.5,44702.0
55940,2647.0,40.5,68750.0
55941,903.0,46.0,54028.0
55943,3092.0,44.8,58672.0
55944,7247.0,35.2,70072.0
55945,1188.0,49.5,64583.0
55946,3258.0,44.2,64167.0
55947,7481.0,44.8,59080.0
55949,1752.0,49.0,54063.0
55950,170.0,35.6,37000.0
55951,1359.0,53.0,51384.0
55952,2435.0,40.9,60139.0
55953,837.0,45.4,50625.0
55954,1419.0,50.1,48500.0
55955,2708.0,42.9,95417.0
55956,2008.0,43.9,69410.0
55957,664.0,46.5,66250.0
55959,2544.0,37.2,53906.0
55960,3262.0,44.6,93750.0
55961,377.0,49.7,49375.0
55962,741.0,46.9,58636.0
55963,5010.0,40.5,71205.0
55964,4456.0,36.3,62803.0
55965,2503.0,43.8,51500.0
55967,992.0,40.2,72750.0
55968,116.0,52.8,57500.0
55969,1091.0,42.7,65481.0
55970,1070.0,39.0,60188.0
55971,3256.0,41.3,56719.0
55972,5146.0,32.4,65714.0
55973,284.0,39.5,65313.0
55974,1926.0,48.4,45221.0
55975,4341.0,42.3,54620.0
55976,7815.0,39.0,60037.0
55977,204.0,31.0,70250.0
55979,1128.0,29.4,63846.0
55981,4059.0,51.9,51094.0
55982,426.0,43.9,63125.0
55983,1635.0,38.0,58188.0
55985,1893.0,39.3,58125.0
55987,35076.0,32.5,48149.0
55990,816.0,44.2,52847.0
55991,1284.0,48.4,67679.0
55992,4961.0,42.6,57138.0
56001,47620.0,27.4,47352.0
56003,14390.0,39.5,59152.0
56007,21038.0,44.4,45319.0
56009,1450.0,45.1,59698.0
56010,1253.0,45.6,63214.0
56011,8960.0,36.0,77382.0
56013,4387.0,50.0,49397.0
56014,697.0,43.9,49844.0
56016,962.0,45.3,57708.0
56017,1622.0,43.5,63750.0
56019,875.0,47.0,64185.0
56020,116.0,33.8,54250.0
56021,999.0,43.1,67981.0
56023,533.0,36.2,54375.0
56024,3083.0,33.0,65956.0
56025,460.0,50.5,66944.0
56026,2026.0,44.0,63438.0
56027,872.0,42.4,39583.0
56028,1349.0,45.4,71932.0
56029,751.0,45.9,50250.0
56031,11975.0,46.4,49383.0
56032,342.0,38.0,44375.0
56033,342.0,45.5,49167.0
56034,640.0,39.5,55938.0
56035,369.0,48.3,62500.0
56036,1930.0,44.4,54213.0
56037,1585.0,46.3,69750.0
56039,1056.0,36.7,63235.0
56041,1035.0,43.0,64500.0
56042,606.0,49.7,54000.0
56043,568.0,46.1,58750.0
56044,2161.0,42.2,64013.0
56045,919.0,45.9,52188.0
56046,89.0,46.3,40469.0
56047,154.0,37.9,62143.0
56048,4158.0,36.6,68851.0
56050,1524.0,45.0,58750.0
56051,674.0,51.1,44722.0
56052,814.0,46.3,68333.0
56054,801.0,45.5,65000.0
56055,3848.0,40.4,62770.0
56057,3847.0,39.4,56130.0
56058,5798.0,41.5,60771.0
56060,390.0,45.8,49861.0
56062,3397.0,37.5,51761.0
56063,2757.0,46.5,74118.0
56065,2753.0,39.0,58095.0
56068,1011.0,44.1,56875.0
56069,4535.0,40.0,64613.0
56071,12199.0,36.4,79160.0
56072,2240.0,43.8,52992.0
56073,16699.0,42.7,55388.0
56074,1914.0,40.1,74083.0
56075,148.0,40.2,50750.0
56078,447.0,41.1,64375.0
56080,784.0,30.5,66667.0
56081,5871.0,41.1,50281.0
56082,14216.0,31.3,60670.0
56083,915.0,48.1,49375.0
56085,5253.0,44.2,51853.0
56087,3062.0,46.0,50880.0
56088,1797.0,49.0,55031.0
56089,168.0,52.0,35250.0
56090,659.0,38.9,58542.0
56091,345.0,46.4,53750.0
56093,12575.0,39.1,50973.0
56096,3131.0,46.0,50608.0
56097,3716.0,46.3,49000.0
56098,2011.0,46.0,49625.0
56101,5917.0,43.0,42297.0
56110,1945.0,41.6,54896.0
56111,431.0,36.1,67375.0
56113,271.0,40.5,46250.0
56114,292.0,45.9,49861.0
56115,1339.0,43.4,60417.0
56116,690.0,36.5,55750.0
56117,387.0,38.4,68281.0
56118,391.0,40.5,58571.0
56119,968.0,42.8,58646.0
56120,1092.0,41.6,49318.0
56121,617.0,45.4,48021.0
56122,603.0,41.9,57167.0
56123,493.0,53.9,52375.0
56125,64.0,57.5,26667.0
56127,409.0,47.8,57500.0
56128,2062.0,44.8,52938.0
56129,836.0,44.5,46818.0
56131,2401.0,49.0,46371.0
56132,487.0,51.6,54773.0
56134,489.0,46.4,51667.0
56136,1090.0,47.3,47438.0
56137,1148.0,40.1,54167.0
56138,941.0,44.7,51917.0
56139,389.0,43.2,47083.0
56140,43.0,57.8,33125.0
56141,315.0,39.5,50000.0
56142,969.0,50.7,44306.0
56143,4350.0,44.5,50234.0
56144,1119.0,48.8,46406.0
56145,615.0,41.9,53906.0
56147,170.0,43.0,61250.0
56149,1160.0,45.8,49886.0
56150,2750.0,41.6,55452.0
56151,802.0,43.5,53500.0
56152,1488.0,43.9,52569.0
56153,184.0,49.8,41500.0
56155,386.0,41.7,61071.0
56156,5881.0,41.1,52938.0
56157,840.0,34.7,75333.0
56158,421.0,44.7,49659.0
56159,2751.0,37.0,47500.0
56160,184.0,42.3,55938.0
56161,332.0,46.8,52344.0
56162,217.0,50.6,60000.0
56164,5522.0,40.4,47839.0
56165,467.0,40.5,59375.0
56166,221.0,44.8,41417.0
56167,732.0,41.9,52188.0
56168,820.0,48.2,57500.0
56169,696.0,35.6,70221.0
56170,589.0,42.6,54028.0
56171,1833.0,43.9,54821.0
56172,3051.0,47.9,51676.0
56173,395.0,38.2,53333.0
56174,341.0,46.1,43929.0
56175,2980.0,41.4,47938.0
56176,1100.0,43.2,51591.0
56178,1832.0,43.8,55833.0
56180,1397.0,35.6,41696.0
56181,1065.0,42.8,45208.0
56183,1342.0,50.3,50809.0
56185,600.0,35.2,57000.0
56186,337.0,43.1,47500.0
56187,14366.0,33.2,52424.0
56201,23227.0,36.2,47123.0
56207,251.0,46.3,63125.0
56208,2094.0,47.5,40565.0
56209,2267.0,41.9,54071.0
56211,389.0,51.3,42426.0
56212,491.0,47.4,50703.0
56214,742.0,48.6,48846.0
56215,4336.0,44.0,51378.0
56216,726.0,36.0,63333.0
56218,570.0,46.2,53036.0
56219,931.0,48.3,45000.0
56220,2945.0,47.9,49583.0
56221,756.0,39.0,41574.0
56222,1964.0,41.1,54766.0
56223,1374.0,42.0,51645.0
56224,365.0,38.2,64375.0
56225,740.0,45.0,45417.0
56226,213.0,48.8,73125.0
56227,201.0,51.6,58333.0
56228,929.0,43.8,45446.0
56229,1901.0,36.5,52381.0
56230,848.0,39.0,55714.0
56231,418.0,40.0,63125.0
56232,2462.0,46.6,47237.0
56235,544.0,50.8,61000.0
56236,386.0,37.3,68571.0
56237,528.0,44.6,56607.0
56239,583.0,34.4,68750.0
56240,1030.0,51.0,59327.0
56241,3821.0,45.0,55579.0
56243,1718.0,36.9,54632.0
56244,1338.0,31.9,54926.0
56245,619.0,29.7,63750.0
56248,747.0,54.4,46343.0
56249,279.0,52.5,66389.0
65580,829.0,48.5,52684.0
65582,2164.0,48.3,45898.0
65583,11252.0,33.5,54943.0
65584,11345.0,30.5,52014.0
65588,2796.0,45.8,31422.0
65589,313.0,25.2,35969.0
65590,1190.0,50.4,30711.0
65591,2019.0,35.0,46897.0
65601,641.0,55.5,41193.0
65603,197.0,44.0,46250.0
65604,4170.0,42.3,49555.0
65605,12189.0,41.2,36265.0
65606,3575.0,46.7,28653.0
65608,9383.0,47.2,30208.0
65609,668.0,37.4,30707.0
65610,5905.0,40.4,53427.0
65611,1949.0,58.4,32375.0
65612,1234.0,52.1,39926.0
65613,17613.0,34.7,42991.0
65614,671.0,40.5,47188.0
65616,25704.0,41.3,41328.0
65617,1755.0,41.8,49271.0
65618,306.0,42.3,35859.0
65619,7191.0,38.9,58139.0
65620,274.0,37.7,61208.0
65622,8062.0,46.1,39658.0
65623,35.0,35.2,41667.0
65624,1391.0,64.9,40463.0
65625,8045.0,38.8,39069.0
65626,1613.0,46.6,34554.0
65627,503.0,60.2,54293.0
65629,626.0,41.3,34625.0
65631,4910.0,31.3,53214.0
65632,2606.0,42.5,41705.0
65633,4309.0,42.0,38136.0
65634,796.0,47.4,30054.0
65635,520.0,54.4,46667.0
65637,1325.0,50.8,30543.0
65638,421.0,57.0,28261.0
65640,759.0,34.5,36607.0
65641,1037.0,64.0,43380.0
65644,2328.0,36.4,41136.0
65646,2079.0,42.7,48625.0
65647,1866.0,44.4,32906.0
65648,6560.0,38.6,55625.0
65649,1345.0,54.3,35286.0
65650,1217.0,56.3,37167.0
65652,3906.0,41.0,45942.0
65653,6240.0,45.0,35327.0
65654,132.0,51.3,27083.0
65655,3517.0,49.0,30499.0
65656,4649.0,49.8,38843.0
65658,1362.0,58.7,30583.0
65660,103.0,51.9,16250.0
65661,2521.0,49.6,33354.0
65662,1396.0,32.1,32177.0
65663,2883.0,31.5,41405.0
65664,167.0,36.5,17813.0
65667,3339.0,44.8,29589.0
65668,1744.0,53.9,35156.0
65669,1881.0,43.2,46510.0
65672,9514.0,36.8,36827.0
65674,3063.0,41.6,38047.0
65676,355.0,61.6,40655.0
65679,2619.0,33.1,38264.0
65680,1060.0,57.4,29420.0
65681,1981.0,53.0,52500.0
65682,2096.0,46.0,40156.0
65685,636.0,40.5,32900.0
65686,4565.0,57.9,45556.0
65689,4576.0,39.7,27022.0
65690,244.0,54.7,28333.0
65692,1209.0,46.5,29063.0
65702,393.0,41.0,27734.0
65704,3694.0,41.7,28997.0
65705,4173.0,42.7,38818.0
65706,15392.0,39.0,44859.0
65707,2158.0,44.6,40169.0
