zipcode,population,median_age,household_income
45678,1242.0,41.5,51518.0
45679,2519.0,39.4,39091.0
45680,12459.0,41.5,45709.0
45681,1602.0,43.4,37083.0
45682,2163.0,40.1,29464.0
45684,2177.0,43.7,49044.0
45685,735.0,33.2,31350.0
45686,3682.0,40.1,36700.0
45688,615.0,37.8,36477.0
45690,15195.0,39.1,43553.0
45692,8358.0,40.3,40764.0
45693,8305.0,42.1,34104.0
45694,11950.0,40.8,51184.0
45695,512.0,51.5,32829.0
45696,1398.0,37.6,62991.0
45697,5086.0,42.0,45263.0
45698,423.0,52.1,43125.0
45701,35091.0,22.6,32076.0
45710,5474.0,45.7,47100.0
45711,1361.0,42.8,48097.0
45714,9393.0,46.0,40364.0
45715,2270.0,40.4,38176.0
45716,439.0,41.2,57813.0
45719,1232.0,36.7,28000.0
45723,3409.0,43.8,47098.0
45724,1919.0,52.6,53507.0
45727,505.0,48.5,30114.0
45732,4534.0,41.2,38576.0
45735,1745.0,50.7,45875.0
45740,457.0,41.5,42292.0
45741,905.0,45.3,30000.0
45742,2834.0,50.3,62120.0
45743,1558.0,38.5,58250.0
45744,2687.0,41.5,50400.0
45745,1432.0,35.8,57708.0
45746,488.0,46.4,43125.0
45750,27252.0,41.3,39919.0
45760,3473.0,41.8,26509.0
45761,1625.0,37.9,44216.0
45764,9239.0,36.8,30377.0
45766,1088.0,52.5,28438.0
45767,2612.0,40.6,40525.0
45768,1650.0,47.8,48777.0
45769,6844.0,43.6,39821.0
45770,487.0,42.0,30592.0
45771,3736.0,41.4,46639.0
45772,1938.0,45.3,42697.0
45773,203.0,29.5,25804.0
45775,1159.0,45.1,47917.0
45776,628.0,39.7,32045.0
45778,781.0,37.1,40625.0
45779,681.0,42.7,46042.0
45780,3090.0,37.5,26964.0
45782,468.0,39.9,22344.0
45784,3419.0,36.8,49806.0
45786,3795.0,42.7,62366.0
45788,1272.0,43.1,55893.0
45801,23840.0,36.1,36566.0
45804,15288.0,33.6,28565.0
45805,23712.0,36.3,48154.0
45806,10891.0,45.2,58725.0
45807,11603.0,44.9,59694.0
45808,395.0,29.8,48125.0
45810,8392.0,24.2,42339.0
45812,1860.0,39.6,33571.0
45813,3669.0,39.9,52850.0
45814,3332.0,38.0,62500.0
45816,284.0,47.6,43750.0
45817,6983.0,38.8,68873.0
45819,290.0,31.3,45000.0
45820,452.0,39.9,48125.0
45821,1389.0,45.0,55625.0
45822,19569.0,42.4,50481.0
45826,344.0,38.5,54167.0
45827,1953.0,37.8,68000.0
45828,6091.0,40.5,57903.0
45830,5852.0,36.7,55151.0
45831,3428.0,40.0,46058.0
45832,2865.0,37.8,61768.0
45833,10771.0,41.7,55370.0
45835,593.0,41.5,41364.0
45836,1365.0,38.3,46484.0
45838,58.0,34.1,37500.0
45840,55313.0,38.9,50371.0
45841,873.0,46.4,67222.0
45843,3974.0,39.7,54427.0
45844,3348.0,36.3,65078.0
45845,2886.0,39.1,74485.0
45846,4077.0,32.0,63910.0
45849,1295.0,41.4,56346.0
45850,3663.0,37.5,52721.0
45851,725.0,31.8,39483.0
45853,1264.0,40.4,77500.0
45854,452.0,43.1,40000.0
45855,165.0,44.9,54583.0
45856,5150.0,41.6,52799.0
45858,3208.0,41.2,60903.0
45859,483.0,36.4,38295.0
45860,2249.0,35.8,74112.0
45861,149.0,48.5,50938.0
45862,1394.0,37.9,38382.0
45863,1168.0,40.8,49917.0
45864,150.0,53.5,58250.0
45865,4841.0,42.3,70734.0
45866,169.0,47.8,36071.0
45867,951.0,38.2,61250.0
45868,635.0,34.3,60880.0
45869,4560.0,40.5,69355.0
45870,196.0,45.4,58750.0
45871,2051.0,39.3,66389.0
45872,4279.0,35.7,52576.0
45873,2242.0,40.3,45107.0
45874,2459.0,37.5,57729.0
45875,11378.0,39.3,62465.0
45876,777.0,38.3,56094.0
45877,2287.0,39.8,61321.0
45879,6171.0,40.8,45096.0
45880,2358.0,42.7,52135.0
45881,1290.0,45.9,59391.0
45882,2834.0,41.9,57978.0
45883,3987.0,32.8,75481.0
45885,12449.0,45.2,49274.0
45886,581.0,39.6,54375.0
45887,4393.0,37.2,46563.0
45888,166.0,39.0,48333.0
45889,1389.0,36.1,94643.0
45890,574.0,40.2,63906.0
45891,14832.0,42.9,45779.0
45894,656.0,35.3,55395.0
45895,18063.0,38.6,56753.0
45896,2204.0,41.0,56507.0
45898,1203.0,44.5,51630.0
45899,185.0,51.5,46667.0
46001,10207.0,43.1,50075.0
46011,17293.0,44.5,55463.0
46012,19260.0,42.3,45123.0
46013,17385.0,41.3,38010.0
46016,18207.0,33.9,25898.0
46017,5800.0,44.8,48961.0
46030,2921.0,49.7,56891.0
46031,2509.0,41.0,74940.0
46032,46295.0,38.9,94636.0
46033,37873.0,40.4,119906.0
46034,7011.0,43.1,71383.0
46035,1069.0,40.6,53929.0
46036,11525.0,39.6,41425.0
46037,40047.0,35.3,103128.0
46038,41376.0,35.1,82631.0
46039,524.0,43.7,62903.0
46040,11604.0,38.5,81087.0
46041,23226.0,37.7,47769.0
46044,2947.0,38.6,58226.0
46048,2135.0,30.5,50179.0
46049,738.0,47.0,51250.0
46050,2203.0,37.5,58350.0
46051,2835.0,42.5,51745.0
46052,22370.0,42.0,53521.0
46055,10929.0,34.7,97409.0
46056,2224.0,43.5,68045.0
46057,1251.0,43.2,65495.0
46058,2096.0,43.0,61375.0
46060,38483.0,32.7,64722.0
46062,33470.0,37.1,81281.0
46063,442.0,39.3,43929.0
46064,17113.0,37.4,71034.0
46065,3490.0,38.6,62609.0
46068,2437.0,49.9,60369.0
46069,7131.0,39.4,47377.0
46070,2339.0,40.6,58942.0
46071,3769.0,43.9,66941.0
46072,9303.0,40.8,53581.0
46074,30172.0,34.2,96443.0
46075,4544.0,29.8,71367.0
46076,1787.0,46.1,51250.0
46077,27421.0,38.0,118796.0
46103,193.0,38.9,59375.0
46104,905.0,47.0,64931.0
46105,2245.0,37.7,60795.0
46106,6610.0,34.0,75750.0
46107,12235.0,39.6,40414.0
46110,529.0,32.5,42791.0
46111,315.0,40.3,27308.0
46112,35322.0,37.6,77472.0
46113,15701.0,34.0,66189.0
46115,1970.0,40.7,51146.0
46117,706.0,49.4,47365.0
46118,5186.0,43.9,62632.0
46120,5557.0,42.9,52743.0
46121,5522.0,44.3,56901.0
46122,15524.0,37.1,61529.0
46123,34818.0,35.5,82085.0
46124,8103.0,38.9,45591.0
46126,5154.0,43.0,62529.0
46127,344.0,44.4,77639.0
46128,1854.0,39.2,51450.0
46130,2414.0,43.7,66944.0
46131,31866.0,38.9,55763.0
46133,697.0,45.9,58452.0
46135,20881.0,35.8,48645.0
46140,39242.0,39.7,59686.0
46142,30064.0,39.6,72122.0
46143,53473.0,36.2,63134.0
46144,189.0,52.4,52697.0
46147,3223.0,42.5,62702.0
46148,5294.0,39.3,53631.0
46149,2468.0,37.7,69127.0
46150,633.0,43.8,64432.0
46151,31581.0,41.4,54972.0
46156,1967.0,39.2,43516.0
46157,4145.0,34.6,66769.0
46158,22463.0,42.8,58068.0
46160,5998.0,47.1,54818.0
46161,2650.0,42.1,62446.0
46162,495.0,48.6,63250.0
46163,11721.0,43.6,81048.0
46164,3862.0,48.8,61019.0
46165,1438.0,47.4,68472.0
12508,19604.0,40.7,68963.0
12514,3184.0,47.4,96103.0
12515,1307.0,51.3,54531.0
12516,1913.0,48.8,62431.0
12517,656.0,44.3,54907.0
12518,6310.0,41.7,78896.0
12520,2984.0,42.1,89892.0
12521,1180.0,52.6,80903.0
12522,4828.0,48.2,51530.0
12523,1519.0,50.3,70962.0
12524,16193.0,42.8,77284.0
12525,2872.0,42.3,72308.0
12526,3690.0,49.9,70563.0
12528,13139.0,42.8,67689.0
12529,2778.0,49.6,67875.0
12531,3862.0,44.2,82050.0
12533,25774.0,42.2,102592.0
12534,18078.0,43.6,45223.0
12538,13985.0,39.7,74145.0
12540,7677.0,44.5,103454.0
12542,5746.0,44.3,69750.0
12543,3199.0,39.0,54570.0
12545,4740.0,47.3,75224.0
12546,2934.0,43.3,58125.0
12547,2873.0,42.6,76377.0
12548,1419.0,50.4,52708.0
12549,11156.0,42.4,83026.0
12550,54612.0,34.7,55631.0
12553,26029.0,38.6,71951.0
12561,18618.0,31.2,67264.0
12563,8155.0,39.8,84956.0
12564,6867.0,45.3,82119.0
12565,1379.0,35.9,38384.0
12566,10434.0,41.9,76882.0
12567,3162.0,47.3,63333.0
12569,10100.0,43.1,75387.0
12570,7825.0,42.7,97679.0
12571,9931.0,44.5,69720.0
12572,8925.0,53.5,73200.0
12574,181.0,46.0,120074.0
12575,1884.0,42.9,126813.0
12577,1696.0,44.0,109107.0
12578,2123.0,49.4,87059.0
12580,4287.0,42.1,78750.0
12581,2145.0,48.0,73482.0
12582,6272.0,43.4,99398.0
12583,2467.0,38.8,71786.0
12585,901.0,42.0,113148.0
12586,12729.0,35.8,68998.0
12589,17463.0,40.7,77686.0
12590,34400.0,42.6,81169.0
12592,1150.0,52.1,63750.0
12594,4380.0,39.3,61875.0
12601,42555.0,35.3,40699.0
12603,42943.0,40.8,78299.0
12701,11061.0,37.8,33624.0
12719,1305.0,53.1,58229.0
12721,6516.0,36.9,61841.0
12723,1921.0,44.8,52727.0
12724,328.0,42.9,64375.0
12725,183.0,49.8,50417.0
12726,1256.0,50.0,68182.0
12729,2253.0,45.3,53092.0
12732,784.0,49.7,39297.0
12733,1879.0,30.2,41402.0
12734,1032.0,42.3,64125.0
12736,96.0,52.3,31250.0
12737,2074.0,41.1,67500.0
12738,406.0,35.2,59226.0
12740,1673.0,45.2,65972.0
12741,220.0,51.5,30000.0
12743,266.0,59.6,52050.0
12746,1271.0,34.4,87292.0
12747,1552.0,47.8,63533.0
12748,1524.0,51.3,62083.0
12749,314.0,63.1,48421.0
12750,276.0,39.4,76094.0
12751,1121.0,26.0,50323.0
12752,235.0,43.6,39297.0
12754,6560.0,43.2,37031.0
12758,4320.0,44.1,51923.0
12759,1482.0,32.8,26250.0
12760,403.0,62.1,51250.0
12762,413.0,44.6,38194.0
12763,586.0,50.5,62216.0
12764,1555.0,52.7,45956.0
12765,1230.0,32.3,78250.0
12766,364.0,52.0,54792.0
12767,86.0,27.5,111250.0
12768,697.0,50.4,60402.0
12769,188.0,53.6,73594.0
12770,166.0,55.2,61250.0
12771,14061.0,42.9,49497.0
12775,2354.0,43.0,98669.0
12776,2327.0,46.8,53594.0
12777,857.0,52.4,76786.0
12779,2274.0,31.5,37597.0
12780,2064.0,45.0,37350.0
12781,281.0,49.3,61944.0
12783,2044.0,39.8,60658.0
12785,939.0,43.2,51250.0
12786,450.0,61.1,47717.0
12787,244.0,50.9,57679.0
12788,3038.0,43.6,47404.0
12789,2059.0,35.0,51964.0
12790,4397.0,43.9,52607.0
12791,869.0,33.1,70163.0
12792,227.0,35.4,36985.0
12801,14422.0,39.1,46305.0
12803,8386.0,42.5,61906.0
12804,26477.0,45.7,65224.0
12809,3385.0,47.1,52971.0
12810,728.0,46.3,70288.0
12814,1222.0,50.0,53958.0
12815,1084.0,54.6,61394.0
12816,4306.0,47.1,52835.0
12817,2281.0,47.8,63125.0
12819,330.0,52.5,55469.0
12821,2940.0,36.6,44952.0
12822,6382.0,40.2,53767.0
12824,1165.0,56.2,62813.0
12827,3754.0,40.6,58563.0
12828,8762.0,44.3,49633.0
12831,17438.0,40.1,80055.0
12832,6798.0,45.6,43370.0
12833,4182.0,48.2,76600.0
12834,6287.0,44.9,64484.0
12835,2257.0,53.2,51444.0
12836,605.0,56.2,58036.0
12837,1018.0,43.1,45486.0
12838,523.0,49.3,62321.0
12839,13525.0,39.1,46788.0
12841,106.0,64.3,38125.0
12842,933.0,54.0,44375.0
12843,451.0,55.5,35750.0
12844,238.0,53.0,77929.0
12845,4725.0,52.7,66555.0
12846,3273.0,44.5,54841.0
12847,425.0,53.3,66875.0
12850,3221.0,39.7,74792.0
12851,227.0,56.8,44375.0
12852,474.0,59.3,47500.0
12853,1347.0,54.3,36250.0
12855,198.0,54.5,45000.0
12856,131.0,27.1,48705.0
12857,608.0,44.6,50625.0
12858,66.0,75.8,69583.0
12859,2212.0,38.5,58262.0
12860,578.0,31.9,39798.0
12861,771.0,50.7,59375.0
12863,554.0,40.6,79219.0
12865,3769.0,46.2,57831.0
12866,38422.0,42.4,74025.0
12870,1044.0,42.2,46667.0
12871,4249.0,39.7,65104.0
12872,44.0,49.8,29167.0
12873,716.0,51.8,49150.0
12878,716.0,53.2,50625.0
12883,4971.0,46.8,53963.0
12884,373.0,36.7,55250.0
12885,4531.0,46.5,48641.0
12887,4788.0,41.3,45759.0
12901,33544.0,35.5,44763.0
12903,1019.0,53.4,53449.0
12910,2181.0,38.0,46471.0
12912,2280.0,39.5,53375.0
12913,1219.0,44.9,55435.0
12914,1109.0,31.5,43250.0
12916,2206.0,45.5,57083.0
12917,1190.0,47.3,51711.0
12918,2252.0,43.5,58505.0
12919,3046.0,41.7,32392.0
12920,2631.0,43.4,51250.0
12921,2555.0,43.6,70158.0
12922,42.0,56.2,53906.0
12923,595.0,47.9,40227.0
12924,106.0,35.1,50556.0
12926,2024.0,44.8,49741.0
12927,214.0,61.5,41250.0
12928,1859.0,48.9,49073.0
12929,3999.0,37.5,50714.0
12930,774.0,38.6,49375.0
12932,1327.0,52.1,49479.0
12934,1030.0,38.8,48438.0
12935,1373.0,44.7,48112.0
12936,568.0,45.9,61125.0
12937,1688.0,41.1,42721.0
12939,248.0,36.7,52917.0
12941,1538.0,43.9,63125.0
12942,872.0,50.7,56161.0
12943,230.0,40.9,53152.0
12944,4417.0,45.6,44322.0
12945,532.0,62.8,71250.0
12946,5159.0,43.0,55952.0
12950,801.0,46.3,53750.0
12952,578.0,33.1,41250.0
12953,15517.0,37.3,50728.0
12955,426.0,42.7,64583.0
12956,1228.0,32.9,59511.0
12957,1755.0,42.9,42703.0
12958,2071.0,40.3,41018.0
12959,1324.0,48.9,44345.0
12960,1335.0,38.8,75833.0
12961,361.0,53.9,32708.0
12962,5553.0,45.5,67478.0
12964,190.0,36.0,80417.0
12965,560.0,38.2,40486.0
12966,3164.0,34.7,40915.0
12967,1178.0,36.1,44306.0
12969,429.0,49.9,41786.0
12970,952.0,20.6,48125.0
12972,5702.0,43.3,65913.0
12973,191.0,45.6,60208.0
12974,1444.0,48.5,49333.0
12975,290.0,48.2,71667.0
12976,184.0,51.3,66042.0
12979,2187.0,45.1,59400.0
12980,1309.0,51.2,40833.0
26330,14497.0,43.1,69390.0
26335,1319.0,41.0,32917.0
26337,1292.0,48.2,36429.0
26338,838.0,44.4,45078.0
26342,275.0,52.3,41458.0
26343,130.0,61.3,33750.0
26346,1074.0,48.4,52396.0
26347,2293.0,41.2,47833.0
26348,87.0,40.7,30588.0
26351,4881.0,35.6,37366.0
26354,10865.0,42.8,38883.0
26362,3375.0,43.4,38846.0
26369,564.0,47.5,40357.0
26372,797.0,43.2,50227.0
26374,1153.0,41.5,40938.0
26376,481.0,51.5,36500.0
26377,624.0,45.2,25809.0
26378,4495.0,37.1,48631.0
26384,835.0,34.6,36188.0
26385,3754.0,43.4,54750.0
26386,2170.0,44.7,44063.0
26404,587.0,31.2,30903.0
26405,1128.0,38.0,47727.0
26408,2999.0,41.3,62844.0
26410,986.0,44.5,42356.0
26411,704.0,48.3,36106.0
26412,724.0,47.1,47552.0
26415,4020.0,41.2,42830.0
26416,7910.0,40.1,30883.0
26419,1196.0,43.5,34271.0
26421,186.0,40.6,18929.0
26425,1218.0,53.5,32330.0
26426,7429.0,44.6,40754.0
26430,598.0,36.5,62708.0
26431,5619.0,46.3,39467.0
26435,186.0,51.3,21979.0
26437,554.0,54.0,28542.0
26440,1234.0,42.2,55074.0
26443,348.0,41.4,54625.0
26444,3629.0,43.8,48182.0
26447,1484.0,43.0,30759.0
26448,1158.0,39.4,45069.0
26451,851.0,36.8,45000.0
26452,8845.0,44.0,35877.0
26456,3706.0,41.2,39156.0
26501,21067.0,36.3,45761.0
26505,38647.0,24.0,33184.0
26508,33105.0,36.0,65695.0
26519,2027.0,45.6,50089.0
26521,256.0,33.0,50313.0
26525,7849.0,38.8,58698.0
26534,2276.0,33.9,32554.0
26537,5475.0,42.4,36651.0
26541,2661.0,39.8,57077.0
26542,2584.0,37.2,45256.0
26547,2336.0,35.3,43770.0
26554,41915.0,40.7,47894.0
26559,1194.0,44.1,52125.0
26562,521.0,52.0,38371.0
26563,487.0,48.9,39583.0
26568,620.0,46.0,40938.0
26570,3985.0,42.5,47604.0
26571,2413.0,41.3,45147.0
26574,570.0,43.3,31250.0
26575,873.0,39.8,32917.0
26581,1046.0,33.4,31741.0
26582,4988.0,41.1,42344.0
26585,513.0,58.2,75139.0
26586,198.0,48.5,38936.0
26587,272.0,53.8,70250.0
26588,2694.0,42.3,43426.0
26590,526.0,54.2,38977.0
26591,1181.0,46.0,46797.0
26601,4984.0,44.8,39688.0
26610,1262.0,34.8,35104.0
26611,153.0,70.4,31767.0
26619,273.0,52.0,55147.0
26621,883.0,42.6,32337.0
26623,1570.0,37.9,35682.0
26624,2696.0,49.9,37807.0
26629,317.0,53.8,40987.0
26631,474.0,40.2,26284.0
26636,422.0,50.2,44028.0
26638,152.0,59.9,29464.0
26651,9870.0,43.0,42043.0
26656,411.0,51.0,40203.0
26662,1208.0,46.7,70769.0
26678,1328.0,41.1,47721.0
26679,1689.0,49.3,43819.0
26680,208.0,58.7,31250.0
26681,1405.0,52.9,36891.0
26691,380.0,39.5,45671.0
26704,6247.0,41.8,34635.0
26705,870.0,48.1,45375.0
26707,318.0,49.9,30568.0
26710,2549.0,43.5,36229.0
26711,2390.0,44.0,38698.0
26716,814.0,46.8,45250.0
26717,1039.0,44.5,25958.0
26719,2704.0,48.9,38487.0
26722,879.0,42.2,31154.0
26726,12815.0,43.2,34178.0
26731,271.0,38.0,43750.0
26739,785.0,48.6,46875.0
26743,1866.0,29.7,36658.0
26750,763.0,46.0,24250.0
26753,6185.0,37.6,46125.0
26755,874.0,51.4,38098.0
26757,6338.0,43.6,31375.0
26761,486.0,55.0,17500.0
26763,1682.0,48.6,40369.0
26764,3742.0,45.8,40250.0
26767,448.0,57.2,22583.0
26801,1298.0,46.2,67500.0
26802,1271.0,42.3,42375.0
26804,849.0,46.1,27454.0
26807,2695.0,54.0,39922.0
26810,517.0,52.2,83438.0
26812,1243.0,53.4,45650.0
26814,372.0,45.2,32083.0
26815,760.0,48.1,34265.0
26817,280.0,52.8,56613.0
26818,1127.0,27.5,39643.0
26833,2480.0,40.1,44000.0
26836,6694.0,43.1,37456.0
26845,603.0,47.3,63098.0
26847,6299.0,49.9,36831.0
26851,2163.0,44.7,36798.0
26852,782.0,46.6,58472.0
26855,629.0,46.5,40000.0
26866,759.0,56.0,39154.0
26884,569.0,50.5,40625.0
27006,14036.0,46.0,73906.0
27007,2241.0,45.2,43864.0
27009,2344.0,46.1,77188.0
27011,5499.0,43.9,35802.0
27012,26050.0,44.7,74798.0
27013,6105.0,44.9,47083.0
27014,766.0,35.0,34500.0
27016,1661.0,46.4,43775.0
27017,9360.0,39.7,34513.0
27018,7508.0,45.1,42951.0
27019,3781.0,48.6,53833.0
27020,6083.0,44.2,36402.0
27021,17735.0,43.3,44907.0
27022,1553.0,48.6,40549.0
27023,12914.0,46.5,73356.0
27024,2769.0,45.9,34649.0
27025,11293.0,46.8,47763.0
27027,4575.0,41.0,31589.0
27028,26359.0,43.7,44140.0
27030,37145.0,43.3,35441.0
27040,11261.0,45.8,63267.0
27041,8058.0,41.7,45896.0
27042,670.0,43.8,51360.0
27043,6986.0,44.0,46690.0
27045,8865.0,42.4,50663.0
27046,2131.0,49.1,34858.0
27047,968.0,47.7,42404.0
27048,8615.0,44.1,44981.0
27050,4040.0,45.0,50948.0
27051,8246.0,39.4,43107.0
27052,10020.0,47.0,37448.0
27053,2811.0,55.0,37064.0
27054,2152.0,43.3,48917.0
27055,14011.0,42.5,39531.0
27101,18623.0,37.3,27400.0
27103,35687.0,35.6,45289.0
27104,29439.0,41.6,54354.0
27105,40596.0,34.9,30886.0
27106,47610.0,36.3,47013.0
27107,47093.0,35.8,40142.0
27127,37762.0,35.0,45431.0
27203,21777.0,37.3,32463.0
27205,34009.0,40.9,44490.0
27207,3374.0,49.1,49610.0
27208,1867.0,44.1,37864.0
27209,4530.0,33.9,35952.0
27212,1915.0,37.8,37708.0
27214,10537.0,37.7,54289.0
27215,40111.0,42.5,44093.0
27217,37009.0,38.7,34989.0
27229,3440.0,31.0,31967.0
27231,1674.0,47.9,53750.0
27233,3054.0,48.1,70861.0
27235,4191.0,52.9,79189.0
27239,8953.0,45.7,46789.0
27242,2103.0,38.6,28628.0
27243,4335.0,49.3,62078.0
27244,14507.0,27.9,50089.0
27248,4707.0,31.1,43706.0
27249,13131.0,40.6,49036.0
27252,2715.0,43.9,52031.0
27253,29369.0,41.9,41424.0
27258,6565.0,38.9,49375.0
27260,25361.0,31.9,24812.0
27262,23654.0,37.8,39880.0
27263,22091.0,40.1,42271.0
27265,49886.0,39.3,55688.0
27278,25217.0,40.5,61803.0
27281,3017.0,46.4,46875.0
27282,17092.0,42.0,65463.0
27283,2871.0,44.7,52275.0
27284,52849.0,42.0,57938.0
27288,23181.0,44.1,33102.0
27291,1525.0,49.9,48472.0
27292,39016.0,41.2,38937.0
27295,38264.0,42.7,46661.0
27298,9660.0,44.1,39963.0
27299,5388.0,37.6,40804.0
27301,8913.0,41.4,58656.0
27302,30315.0,37.3,54934.0
27305,1764.0,43.0,43292.0
34269,4087.0,64.0,38536.0
34275,18040.0,60.2,50205.0
34285,18462.0,69.0,50464.0
34286,20726.0,38.9,66635.0
34287,25450.0,57.5,43949.0
34288,10825.0,44.9,47110.0
34289,2329.0,49.6,46620.0
34291,5901.0,43.2,45202.0
34292,15784.0,65.9,57670.0
34293,35624.0,58.9,52974.0
34420,14639.0,43.7,38721.0
34428,9522.0,48.9,37447.0
34429,7430.0,57.3,41106.0
34431,7803.0,52.0,34555.0
34432,13346.0,54.1,40035.0
34433,5364.0,54.7,45955.0
34434,8416.0,48.0,46726.0
34436,8036.0,52.9,33212.0
34442,14693.0,62.2,43067.0
34446,16397.0,63.0,41526.0
34448,10413.0,56.3,30068.0
34449,2627.0,56.8,25505.0
34450,10709.0,54.8,37022.0
34452,11180.0,52.0,35204.0
34453,10708.0,51.9,37668.0
34461,10077.0,54.8,41725.0
34465,17244.0,56.2,37370.0
34470,18425.0,41.0,32068.0
34471,25419.0,43.0,47850.0
34472,29246.0,38.3,37038.0
34473,20310.0,41.2,44184.0
34474,15894.0,38.9,41302.0
34475,12607.0,37.0,23986.0
34476,22141.0,58.3,50101.0
34479,13941.0,43.0,39702.0
34480,18685.0,41.9,51764.0
34481,18536.0,67.1,40550.0
34482,23801.0,41.4,37854.0
34484,3811.0,42.9,42361.0
34488,10106.0,54.9,26956.0
34491,26153.0,63.6,42708.0
34498,569.0,64.2,35556.0
34601,21186.0,49.6,38078.0
34602,7331.0,49.2,46667.0
34604,10510.0,43.0,44115.0
34606,25940.0,55.5,38460.0
34607,8772.0,56.9,44078.0
34608,33554.0,43.0,39888.0
34609,38775.0,45.1,49682.0
34610,13276.0,45.0,43315.0
34613,17801.0,58.5,39729.0
34614,6857.0,45.3,45963.0
34637,7981.0,40.2,81694.0
34638,25073.0,33.7,81699.0
34639,26816.0,41.0,72944.0
34652,23592.0,49.0,32122.0
34653,34516.0,45.4,36068.0
34654,22502.0,45.7,46376.0
34655,38844.0,48.0,56949.0
34667,32610.0,55.7,39808.0
34668,44664.0,46.2,33697.0
34669,12192.0,47.7,42055.0
34677,21374.0,44.2,61820.0
34679,75.0,58.3,27750.0
34681,894.0,54.3,63944.0
34683,32292.0,47.6,61381.0
34684,28148.0,53.8,47867.0
34685,18434.0,47.6,78091.0
34688,7245.0,51.8,80165.0
34689,27173.0,52.2,44064.0
34690,12152.0,46.2,32641.0
34691,19758.0,45.1,38177.0
34695,17695.0,49.7,61366.0
34698,37854.0,53.1,45254.0
34705,2707.0,44.3,50740.0
34711,55442.0,42.1,61236.0
34714,19463.0,36.1,52219.0
34715,16478.0,39.5,60028.0
34731,10926.0,47.8,40370.0
34734,4069.0,42.1,54082.0
34736,15834.0,40.0,49747.0
34737,2427.0,52.2,62269.0
34741,45820.0,32.8,35325.0
34743,40282.0,35.5,41422.0
34744,50225.0,35.9,46119.0
34746,41043.0,34.7,48742.0
34747,16598.0,37.1,66607.0
34748,38861.0,60.9,41217.0
34753,5592.0,31.8,42474.0
34756,3652.0,39.5,71164.0
34758,37311.0,34.8,40627.0
34759,35558.0,39.4,42391.0
34760,851.0,48.2,58214.0
34761,42941.0,35.5,57779.0
34769,22523.0,42.6,41657.0
34771,14281.0,41.4,63362.0
34772,29182.0,37.0,59049.0
34773,3739.0,36.1,55481.0
34785,26163.0,59.0,51825.0
34786,38249.0,35.2,98970.0
34787,55845.0,35.0,61484.0
34788,17401.0,58.3,38901.0
34797,796.0,60.4,84265.0
34945,5774.0,42.7,39753.0
34946,6753.0,40.9,28141.0
34947,13276.0,30.1,24805.0
34949,7239.0,66.1,52398.0
34950,15099.0,36.3,18988.0
34951,14993.0,56.6,46739.0
34952,38951.0,52.6,42350.0
34953,66911.0,35.9,53628.0
34956,9970.0,32.6,34007.0
34957,22071.0,57.3,47492.0
34972,20053.0,35.7,34944.0
34974,22941.0,48.1,37811.0
34981,5787.0,43.9,40000.0
34982,23833.0,45.0,34323.0
34983,41469.0,41.5,47609.0
34984,15023.0,41.5,53275.0
34986,24100.0,53.1,53705.0
34987,7167.0,42.4,70720.0
34990,28134.0,51.9,76056.0
34994,16955.0,48.5,39195.0
34996,11039.0,64.0,54607.0
34997,42971.0,49.5,50567.0
35004,10418.0,37.2,61371.0
35005,7708.0,41.7,46504.0
35006,3099.0,43.5,40664.0
35007,26630.0,36.9,67794.0
35010,20826.0,41.3,34865.0
35014,4077.0,43.2,42923.0
35016,15997.0,42.6,41019.0
35019,2358.0,40.6,31103.0
35020,27134.0,38.2,26789.0
35022,19416.0,41.8,59638.0
35023,25049.0,40.9,46858.0
35031,8306.0,41.3,37371.0
35032,76.0,28.3,30000.0
35033,3532.0,43.3,36395.0
35034,4804.0,36.3,31069.0
35035,1203.0,45.6,76481.0
35036,294.0,16.8,14438.0
35040,16646.0,34.2,62262.0
35042,5813.0,46.8,42093.0
35043,10584.0,36.0,86530.0
35044,8076.0,38.8,36864.0
35045,14795.0,40.2,45086.0
35046,5028.0,42.4,50126.0
35049,3726.0,40.5,44405.0
35051,8753.0,40.1,41875.0
35053,2614.0,49.1,43281.0
35054,3974.0,51.3,53546.0
35055,20520.0,38.9,38586.0
35057,13090.0,39.7,47125.0
35058,9441.0,42.1,40186.0
35061,1381.0,43.8,39286.0
35062,7670.0,42.6,43853.0
35063,3879.0,43.0,36875.0
35064,11392.0,36.6,32895.0
35068,8201.0,38.9,53052.0
35070,276.0,39.6,27679.0
35071,15815.0,41.7,61520.0
35072,4647.0,41.0,33965.0
35073,2213.0,48.6,43929.0
35077,12676.0,41.1,35752.0
35078,2207.0,44.4,43625.0
35079,8647.0,40.1,45363.0
35080,16882.0,34.3,83914.0
35083,3611.0,33.6,33942.0
35085,8646.0,38.5,34689.0
35087,1688.0,45.6,29262.0
35089,1795.0,49.8,27287.0
35091,3010.0,34.3,72232.0
35094,14281.0,38.9,55403.0
35096,7866.0,43.1,48864.0
35097,2082.0,45.7,42906.0
35098,1208.0,40.3,29461.0
35111,16781.0,38.2,75771.0
35114,8053.0,38.4,81992.0
35115,14532.0,33.0,39776.0
35116,4113.0,47.0,63581.0
35117,5359.0,40.9,70083.0
35118,3182.0,43.8,51149.0
35120,14311.0,37.0,61152.0
35121,15135.0,40.0,48182.0
35124,24374.0,38.6,74063.0
